timestamp,h_raw,h5S_count,h5S_mean,h5S_variance,h5S_std,s_raw,s5S_count,s5S_mean,s5S_variance,s5S_std
00:05.3,,40,-57.85,1.07,1.03,-62,37,-70.47,2.72,1.65
00:05.5,-53,41,-57.73,1.06,1.03,,37,-70.47,2.7,1.64
00:05.5,,41,-57.73,1.05,1.03,-71,38,-70.5,2.68,1.64
00:05.5,,41,-57.73,1.04,1.02,-70,39,-70.51,2.66,1.63
00:05.5,,41,-57.73,1.04,1.02,-79,39,-70.59,2.64,1.63
00:05.5,-55,42,-57.67,1.03,1.01,,39,-70.59,2.62,1.62
00:05.5,-54,43,-57.58,1.02,1.01,,39,-70.59,2.6,1.61
00:05.5,,43,-57.58,1.01,1.01,-81,40,-70.74,2.59,1.61
00:05.5,-59,44,-57.61,1.01,1,,40,-70.74,2.57,1.6
00:05.5,,44,-57.61,1,1,-72,40,-70.74,2.55,1.6
00:05.5,,43,-57.65,0.99,0.99,-76,41,-70.82,2.49,1.58
00:05.5,-53,44,-57.55,0.98,0.99,,40,-70.9,2.46,1.57
00:05.5,-61,45,-57.62,0.97,0.98,,40,-70.92,2.46,1.57
00:05.5,,44,-57.7,0.94,0.97,-58,40,-70.76,2.45,1.56
00:05.5,-81,45,-58.22,0.94,0.97,,40,-70.76,2.43,1.56
00:05.5,,45,-58.22,0.94,0.97,-73,40,-70.78,2.42,1.55
00:05.5,,45,-58.22,0.94,0.97,-68,41,-70.76,2.4,1.55
00:05.6,,45,-58.22,0.93,0.97,-78,42,-70.86,2.39,1.55
00:05.6,,45,-58.22,0.91,0.96,-68,43,-70.92,2.34,1.53
00:05.6,-49,46,-58.02,0.89,0.95,,42,-70.94,2.29,1.51
00:05.6,,46,-58.02,0.89,0.94,-78,42,-71.01,2.27,1.51
00:05.6,,46,-58.02,0.88,0.94,-80,43,-71.13,2.26,1.5
00:05.6,-59,47,-58.04,0.88,0.94,,43,-71.13,2.25,1.5
00:05.6,,47,-58.04,0.87,0.94,-70,43,-71.1,2.24,1.5
00:05.6,,47,-58.04,0.87,0.93,-76,44,-71.18,2.23,1.49
00:05.6,,47,-58.04,0.87,0.93,-63,44,-71.08,2.22,1.49
00:05.6,-75,48,-58.4,0.86,0.93,,44,-71.08,2.21,1.49
00:05.6,,48,-58.4,0.86,0.93,-76,44,-71.12,2.2,1.48
00:05.6,,48,-58.4,0.86,0.93,-75,45,-71.17,2.19,1.48
00:05.6,-49,49,-58.2,0.86,0.93,,45,-71.17,2.18,1.48
00:05.6,,49,-58.2,0.85,0.92,-79,45,-71.24,2.17,1.47
00:05.6,-60,50,-58.24,0.85,0.92,,45,-71.24,2.16,1.47
00:05.7,-59,51,-58.25,0.85,0.92,,45,-71.24,2.15,1.47
00:05.7,,51,-58.25,0.85,0.92,-65,45,-71.17,2.14,1.46
00:05.7,,51,-58.25,0.84,0.92,-83,45,-71.27,2.13,1.46
00:05.7,,51,-58.25,0.84,0.92,-67,46,-71.24,2.13,1.46
00:05.7,,51,-58.25,0.84,0.92,-81,47,-71.35,2.12,1.46
00:05.7,,51,-58.25,0.83,0.91,-67,48,-71.32,2.11,1.45
00:05.7,-50,52,-58.1,0.83,0.91,,48,-71.32,2.1,1.45
00:05.7,,52,-58.1,0.83,0.91,-66,48,-71.26,2.1,1.45
00:05.7,,52,-58.1,0.81,0.9,-80,47,-71.45,2,1.41
00:05.7,-54,53,-58.02,0.79,0.89,,46,-71.59,1.86,1.36
00:05.7,-76,54,-58.35,0.77,0.88,,46,-71.73,1.59,1.26
00:05.7,,54,-58.35,0.75,0.86,-65,46,-71.63,1.44,1.2
00:05.7,,54,-58.35,0.74,0.86,-82,46,-71.72,1.44,1.2
00:05.7,-50,55,-58.2,0.74,0.86,,46,-71.72,1.44,1.2
00:05.7,-51,56,-58.07,0.74,0.86,,46,-71.72,1.44,1.2
00:05.7,,56,-58.07,0.73,0.86,-88,46,-71.85,1.44,1.2
00:05.7,,56,-58.07,0.73,0.85,-89,46,-72,1.44,1.2
00:05.7,-56,57,-58.04,0.73,0.85,,46,-72,1.45,1.2
00:05.7,,57,-58.04,0.72,0.85,-63,47,-71.91,1.45,1.2
00:05.7,-51,58,-57.91,0.72,0.85,,47,-71.91,1.45,1.2
00:05.7,-50,59,-57.78,0.71,0.84,,47,-71.91,1.45,1.21
00:05.7,,59,-57.78,0.71,0.84,-83,47,-72,1.46,1.21
00:05.8,,59,-57.78,0.7,0.84,-84,47,-72.09,1.46,1.21
00:05.8,,59,-57.78,0.7,0.84,-81,47,-72.15,1.47,1.21
00:05.8,,59,-57.78,0.7,0.83,-64,48,-72.08,1.47,1.21
00:05.8,,59,-57.78,0.69,0.83,-66,49,-72.04,1.47,1.21
00:05.8,,59,-57.78,0.69,0.83,-73,50,-72.06,1.48,1.22
00:05.8,,59,-57.78,0.68,0.83,-74,51,-72.1,1.48,1.22
00:05.8,-52,59,-57.71,0.66,0.81,,51,-72.1,1.33,1.16
00:05.8,,59,-57.71,0.66,0.81,-70,52,-72.09,1.34,1.16
00:05.8,,59,-57.71,0.66,0.81,-74,52,-72.09,1.34,1.16
00:05.8,-56,60,-57.68,0.63,0.8,,51,-72.1,1.22,1.1
00:05.8,-55,61,-57.64,0.63,0.79,,51,-72.1,1.22,1.11
00:05.8,,61,-57.64,0.63,0.79,-61,52,-72,1.23,1.11
00:05.8,-63,62,-57.73,0.62,0.79,,52,-72,1.23,1.11
00:05.8,,62,-57.73,0.62,0.79,-83,52,-72.07,1.23,1.11
00:05.8,,62,-57.73,0.62,0.79,-84,52,-72.16,1.23,1.11
00:05.9,,61,-57.66,0.61,0.78,-69,53,-72.15,1.11,1.05
00:05.9,,61,-57.66,0.6,0.78,-81,53,-72.21,1.02,1.01
00:05.9,,61,-57.66,0.6,0.78,-82,53,-72.28,1.03,1.01
00:06.0,-55,62,-57.61,0.6,0.77,,53,-72.28,1.03,1.02
00:06.0,-56,63,-57.59,0.59,0.77,,53,-72.28,1.04,1.02
