timestamp;h_raw;h5S_count;h5S_mean;h5S_variance;h5S_std;s_raw;s5S_count;s5S_mean;s5S_variance;s5S_std
00:05.0;-63;13;-58.31;82.79;9.1;;11;-77.93;0.62;0.79
00:05.1;-65;14;-58.79;80.91;9;;11;-77.93;0.63;0.8
00:05.2;;14;-58.79;2.16;1.47;-83;10;-78.12;0.64;0.8
00:05.2;;13;-58.62;1.98;1.41;-76;10;-78.12;0.65;0.81
00:05.3;-58;14;-58.57;1.94;1.39;;10;-78.12;0.67;0.82
00:05.4;-59;14;-58.5;1.81;1.35;;10;-78.12;0.68;0.82
00:05.4;-58;15;-58.47;1.68;1.3;;9;-78.31;0.71;0.84
00:05.5;-62;16;-58.69;1.65;1.28;;9;-78.31;0.74;0.86
00:05.6;-63;17;-58.94;1.63;1.28;;9;-78.31;0.76;0.87
00:05.6;;17;-58.94;1.61;1.27;-78;9;-78.35;0.79;0.89
00:05.7;;17;-58.94;1.59;1.26;-87;10;-78.67;0.83;0.91
00:05.8;;17;-58.94;1.57;1.25;-83;11;-78.75;0.87;0.93
00:05.8;-67;18;-59.39;1.48;1.22;;10;-78.82;0.9;0.95
00:05.9;;18;-59.39;1.4;1.18;-82;11;-78.85;0.97;0.98
00:06.0;;18;-59.39;1.4;1.18;-82;11;-78.99;1.02;1.01
00:06.1;;18;-59.39;1.32;1.15;-83;11;-79.32;1.05;1.02
00:06.1;-65;19;-59.68;1.25;1.12;;11;-79.47;1.05;1.02
00:06.2;;19;-59.68;1.28;1.13;-83;12;-79.54;1.13;1.06
00:06.3;;19;-59.68;1.21;1.1;-75;12;-79.56;1.14;1.07
00:06.4;;19;-59.68;1.15;1.07;-84;13;-79.72;1.17;1.08
00:06.5;;19;-59.68;1.08;1.04;-78;12;-79.84;1.2;1.1
00:06.5;-63;20;-59.85;1.12;1.06;;12;-79.84;1.27;1.13
00:06.6;-62;21;-59.95;1.08;1.04;;11;-79.66;1.32;1.15
00:06.7;;20;-60.2;1.16;1.08;-86;12;-79.84;1.36;1.17
00:06.8;;20;-60.2;1.21;1.1;-81;12;-79.92;1.42;1.19
00:06.9;-63;20;-60.65;1.32;1.15;;12;-79.92;1.46;1.21
00:06.9;;20;-60.65;1.42;1.19;-81;12;-79.92;1.5;1.22
00:07.0;;20;-60.65;1.5;1.22;-82;12;-80.02;1.55;1.24
00:07.1;-65;21;-60.86;1.6;1.26;;11;-80.2;1.58;1.26
00:07.2;;21;-60.86;1.69;1.3;-82;12;-80.24;1.62;1.27
00:07.3;-60;22;-60.82;1.76;1.33;;12;-80.24;1.68;1.29
00:07.4;;22;-60.82;1.84;1.36;-76;12;-80.31;1.71;1.31
00:07.5;;22;-60.82;1.91;1.38;-77;12;-80.38;1.73;1.32
00:07.5;;22;-60.82;1.97;1.4;-78;12;-80.5;1.76;1.33
00:07.6;-61;23;-60.83;2.02;1.42;;12;-80.5;1.81;1.34
00:07.7;-58;24;-60.71;2.06;1.44;;12;-80.66;1.82;1.35
00:07.8;-57;24;-60.88;2.05;1.43;;12;-80.66;1.83;1.35
00:07.9;;24;-60.88;2.03;1.42;-87;12;-81.12;1.84;1.36
00:08.0;;24;-60.88;2.06;1.43;-77;12;-81.07;1.91;1.38
00:08.1;;23;-60.91;2.06;1.44;-79;12;-81.07;1.9;1.38
