timestamp,h_raw,h5S_count,h5S_mean,h5S_variance,h5S_std,s_raw,s5S_count,s5S_mean,s5S_variance,s5S_std
00:05.2,,28,-72.18,4.66,2.16,-58,40,-67.12,2.39,1.55
00:05.3,,28,-72.18,4.69,2.16,-66,41,-67.1,2.4,1.55
00:05.5,,28,-72.18,4.71,2.17,-65,42,-67.07,2.4,1.55
00:05.5,,28,-72.18,4.74,2.18,-55,42,-66.94,2.41,1.55
00:05.5,,28,-72.18,4.76,2.18,-75,42,-67.04,2.42,1.56
00:05.5,,28,-72.18,4.78,2.19,-66,43,-67.02,2.43,1.56
00:05.5,,28,-72.18,4.8,2.19,-55,43,-66.89,2.44,1.56
00:05.5,-72,29,-72.17,4.53,2.13,,43,-66.9,2.32,1.52
00:05.5,,29,-72.17,4.55,2.13,-57,43,-66.8,2.33,1.53
00:05.5,,29,-72.17,4.27,2.07,-81,42,-66.92,2.33,1.53
00:05.5,,29,-72.17,3.98,1.99,-77,42,-66.88,2.3,1.52
00:05.5,,29,-72.17,3.99,2,-56,42,-66.78,2.31,1.52
00:05.5,,28,-71.86,3.7,1.92,-65,43,-66.75,2.28,1.51
00:05.6,-77,29,-72.03,3.72,1.93,,43,-66.75,2.29,1.51
00:05.6,-78,30,-72.23,3.73,1.93,,43,-66.75,2.29,1.51
00:05.6,,30,-72.23,3.74,1.94,-57,43,-66.66,2.31,1.52
00:05.6,-72,31,-72.23,3.09,1.76,,43,-66.54,2.13,1.46
00:05.6,,31,-72.23,3.1,1.76,-58,44,-66.43,2.15,1.47
00:05.6,,31,-72.23,3.11,1.76,-81,45,-66.59,2.16,1.47
00:05.6,-73,32,-72.25,3.12,1.77,,45,-66.59,2.17,1.47
00:05.6,-72,33,-72.24,3.13,1.77,,45,-66.59,2.18,1.48
00:05.6,,33,-72.24,3.13,1.77,-58,46,-66.48,2.19,1.48
00:05.6,,33,-72.24,3.14,1.77,-66,46,-66.48,2.21,1.49
00:05.6,,33,-72.24,3.14,1.77,-65,46,-66.47,2.22,1.49
00:05.6,,33,-72.24,3.15,1.77,-64,46,-66.46,2.23,1.49
00:05.6,-67,34,-72.09,3.16,1.78,,46,-66.46,2.24,1.5
00:05.7,-78,35,-72.26,2.48,1.57,,46,-66.38,1.99,1.41
00:05.7,,35,-72.26,2.48,1.58,-66,47,-66.37,2,1.41
00:05.7,-77,36,-72.39,2.48,1.58,,47,-66.37,2.01,1.42
00:05.7,,36,-72.39,2.48,1.58,-63,48,-66.32,2.02,1.42
00:05.7,-67,37,-72.24,2.49,1.58,,48,-66.32,2.04,1.43
