timestamp;h_raw;h5S_count;h5S_mean;h5S_variance;h5S_std;s_raw;s5S_count;s5S_mean;s5S_variance;s5S_std
00:05.1;;33;-50.79;3.66;1.91;-77;36;-72.34;5.92;2.43
00:05.1;;33;-50.79;3.63;1.91;-59;37;-72.23;5.9;2.43
00:05.1;;33;-50.79;3.6;1.9;-81;38;-72.42;5.86;2.42
00:05.1;-44;34;-50.59;3.57;1.89;;38;-72.42;5.83;2.41
00:05.1;-43;35;-50.37;3.54;1.88;;38;-72.42;5.8;2.41
00:05.1;;34;-50.38;3.4;1.84;-75;38;-72.52;5.24;2.29
00:05.1;-53;35;-50.46;3.37;1.84;;38;-72.52;5.21;2.28
00:05.1;-78;36;-51.22;3.35;1.83;;38;-72.52;5.19;2.28
00:05.1;;36;-51.22;3.33;1.83;-76;38;-72.63;5.16;2.27
00:05.1;;36;-51.22;3.31;1.82;-83;39;-72.7;5.12;2.26
00:05.1;;36;-51.22;3.29;1.82;-82;40;-72.75;5.09;2.26
00:05.1;-42;37;-50.97;3.27;1.81;;40;-72.75;5.06;2.25
00:05.1;;37;-50.97;3.25;1.8;-67;40;-72.74;5.03;2.24
00:05.1;;37;-50.97;3.23;1.8;-64;40;-72.7;5;2.24
00:05.2;;37;-50.97;3.2;1.79;-80;41;-72.73;4.97;2.23
00:05.2;;37;-50.97;3.09;1.76;-68;41;-72.74;4.52;2.13
00:05.2;;37;-50.97;3.07;1.75;-72;42;-72.66;4.49;2.12
00:05.2;;36;-50.72;2.78;1.67;-78;42;-72.67;4.04;2.01
00:05.2;-46;37;-50.59;2.76;1.66;;42;-72.67;4.02;2.01
00:05.2;;37;-50.59;2.74;1.66;-62;43;-72.6;4.01;2
00:05.2;-53;38;-50.66;2.72;1.65;;43;-72.6;3.99;2
00:05.2;-51;39;-50.67;2.7;1.64;;43;-72.6;3.97;1.99
00:05.2;;39;-50.67;2.68;1.64;-76;43;-72.7;3.95;1.99
00:05.2;;39;-50.67;2.66;1.63;-72;44;-72.63;3.93;1.98
00:05.2;-57;40;-50.82;2.65;1.63;;44;-72.63;3.92;1.98
00:05.2;;40;-50.82;2.63;1.62;-63;44;-72.59;3.9;1.97
00:05.3;;40;-50.82;2.61;1.62;-75;45;-72.56;3.88;1.97
00:05.3;;40;-50.82;2.6;1.61;-83;45;-72.62;3.87;1.97
00:05.3;;40;-50.82;2.58;1.61;-75;45;-72.59;3.85;1.96
00:05.3;;40;-50.82;2.56;1.6;-76;45;-72.57;3.83;1.96
00:05.3;-55;41;-50.93;2.55;1.6;;45;-72.57;3.82;1.95
00:05.3;-52;42;-50.95;2.53;1.59;;45;-72.57;3.8;1.95
00:05.3;;42;-50.95;2.52;1.59;-59;46;-72.47;3.79;1.95
00:05.3;;42;-50.95;2.5;1.58;-58;47;-72.38;3.77;1.94
00:05.3;;42;-50.95;2.49;1.58;-85;47;-72.46;3.76;1.94
00:05.3;-55;43;-51.05;2.25;1.5;;46;-72.36;3.63;1.9
00:05.3;-79;44;-51.68;2.25;1.5;;46;-72.36;3.62;1.9
00:05.3;;44;-51.68;2.25;1.5;-72;47;-72.42;3.61;1.9
00:05.3;;44;-51.68;2.25;1.5;-73;48;-72.48;3.59;1.9
00:05.3;;43;-51.6;2.04;1.43;-69;49;-72.5;3.46;1.86
00:05.3;-56;44;-51.7;2.04;1.43;;49;-72.5;3.45;1.86
00:05.3;-55;45;-51.78;2.05;1.43;;49;-72.5;3.44;1.85
00:05.3;-53;46;-51.8;2.05;1.43;;49;-72.5;3.43;1.85
00:05.3;-52;47;-51.81;1.85;1.36;;48;-72.4;3.31;1.82
00:05.3;;47;-51.81;1.86;1.36;-76;48;-72.49;3.29;1.81
00:05.3;;47;-51.81;1.86;1.36;-75;48;-72.56;3.28;1.81
00:05.3;;47;-51.81;1.87;1.37;-76;49;-72.55;3.27;1.81
00:05.4;;47;-51.81;1.87;1.37;-77;50;-72.54;3.26;1.8
00:05.4;;47;-51.81;1.88;1.37;-75;51;-72.52;3.24;1.8
00:05.4;;47;-51.81;1.88;1.37;-82;51;-72.56;3.23;1.8
00:05.4;;47;-51.81;1.88;1.37;-75;51;-72.54;3.22;1.79
00:05.4;-49;48;-51.75;1.89;1.37;;51;-72.54;3.21;1.79
00:05.4;-50;49;-51.71;1.89;1.37;;51;-72.54;3.19;1.79
00:05.4;;49;-51.71;1.89;1.37;-57;52;-72.44;3.18;1.78
00:05.4;;49;-51.71;1.89;1.37;-58;53;-72.35;3.17;1.78
00:05.4;;49;-51.71;1.89;1.37;-83;53;-72.4;3.16;1.78
00:05.4;-53;50;-51.74;1.71;1.31;;52;-72.41;3.07;1.75
00:05.4;;50;-51.74;1.71;1.31;-67;53;-72.41;3.06;1.75
00:05.4;;50;-51.74;1.72;1.31;-78;53;-72.41;3.05;1.75
00:05.4;;50;-51.74;1.72;1.31;-65;54;-72.39;3.04;1.74
00:05.4;;50;-51.74;1.72;1.31;-81;55;-72.52;3.02;1.74
00:05.4;-51;51;-51.73;1.72;1.31;;55;-72.52;3.01;1.74
00:05.4;;51;-51.73;1.55;1.24;-60;54;-72.38;2.93;1.71
00:05.4;;50;-51.8;1.47;1.21;-61;54;-72.32;2.84;1.68
00:05.4;;50;-51.8;1.47;1.21;-72;55;-72.27;2.83;1.68
00:05.4;-61;51;-51.98;1.48;1.22;;55;-72.27;2.82;1.68
00:05.4;-46;52;-51.87;1.49;1.22;;55;-72.27;2.81;1.68
00:05.4;;52;-51.87;1.49;1.22;-60;55;-72.21;2.81;1.68
00:05.5;;52;-51.87;1.5;1.22;-81;55;-72.33;2.8;1.67
00:05.5;;52;-51.87;1.5;1.23;-63;56;-72.2;2.79;1.67
00:05.5;-49;53;-51.81;1.51;1.23;;56;-72.2;2.79;1.67
00:05.5;;53;-51.81;1.51;1.23;-78;57;-72.21;2.78;1.67
00:05.5;;53;-51.81;1.51;1.23;-82;58;-72.25;2.77;1.66
00:05.5;;53;-51.81;1.52;1.23;-67;58;-72.24;2.76;1.66
00:05.5;;51;-52.29;1.46;1.21;-86;58;-72.39;2.5;1.58
00:05.5;-56;52;-52.37;1.47;1.21;;58;-72.39;2.49;1.58
00:05.6;;52;-52.37;1.49;1.22;-78;59;-72.4;2.48;1.57
00:05.6;;51;-52.63;1.51;1.23;-69;59;-72.34;2.22;1.49
00:05.7;-51;52;-52.6;1.52;1.23;;58;-72.25;2.09;1.44
00:05.7;;52;-52.6;1.54;1.24;-61;59;-72.12;2.08;1.44
00:05.7;;51;-52.82;1.51;1.23;-62;59;-72.03;1.79;1.34
00:05.8;-44;52;-52.65;1.53;1.24;;59;-72.03;1.78;1.34
00:05.8;;52;-52.65;1.55;1.25;-62;60;-71.9;1.78;1.34
00:05.8;;52;-52.65;1.53;1.24;-55;59;-71.81;1.7;1.31
00:05.9;-48;52;-52.52;1.51;1.23;;58;-71.81;1.57;1.25
00:05.9;-47;53;-52.42;1.53;1.24;;58;-71.81;1.57;1.25
00:05.9;;53;-52.42;1.54;1.24;-65;59;-71.71;1.57;1.25
00:05.9;;53;-52.42;1.55;1.24;-82;60;-71.76;1.57;1.25
00:05.9;;53;-52.42;1.52;1.23;-57;59;-71.61;1.48;1.22
00:06.0;-59;54;-52.54;1.53;1.24;;59;-71.61;1.48;1.22
00:06.0;;54;-52.54;1.55;1.24;-76;60;-71.61;1.49;1.22
